יישוב_נקי,lat,lon
עיילבון,32.8352532264158,35.4029207670705
עראבה,32.8511262987026,35.3387832215782
פסוטה,33.0480651866684,35.3101828763122
פקיעין (בוקייעה),32.9785941529072,35.3253682026895
פוריידיס,32.5979472313653,34.9528469712673
שעב,32.8909677333766,35.234681479329
רומאנה,32.7879424043081,35.3106361817979
ריחאנייה,33.0486789595391,35.4878095976552
ג'סר א-זרקא,32.5367284454697,34.9115106336638
ריינה,32.7215114777594,35.3086030332982
ראמה,32.938278392494,35.3667894119996
עין אל-אסד,32.9403436342972,35.3994053787488
גנות הדר,32.3199296372628,34.9001198250806
ניר בנים,31.671601395851,34.7551284458432
שדמה,31.8322965152278,34.7417751494645
בוסתן הגליל,32.9504148891396,35.0826803049436
בית אלעזרי,31.8444569650228,34.8032535255454
משמר דוד,31.8228510643206,34.9013553887679
רבדים,31.7720545852246,34.8164654879373
אזור,32.0228263959495,34.8079361878303
גבעת שמש,31.7752212758893,34.9515041658275
צרעה,31.7617686908908,34.9696856392017
מעונה,33.0172368219491,35.2619467040239
בית העמק,32.9707942122656,35.145081815942
מבקיעים,31.6213725985908,34.5742933914988
גשר הזיו,33.0410952342923,35.1101119490793
יסעור,32.9007546116096,35.1665048878938
כברי,33.0204069250232,35.1467394305892
יד בנימין,31.7977336506641,34.8220692086841
סאסא,33.0610613615012,35.4347327655351
כפר ראש הנקרה,33.0860412857772,35.1148025187687
"כרם מהר""ל",32.6462719782919,34.9900994691316
כפר הנגיד,31.886983782147,34.7490192212923
לביא,32.7869965267703,35.4526638210314
מגידו,32.5795358349447,35.1818167040513
סביון,32.046670504905,34.8779796665079
בני ראם,31.7699700902113,34.7909153575378
בצת,33.0706464728838,35.1344309382317
נווה אור,32.5879494552047,35.5528468209131
עשרת,31.8246073175886,34.7472840915756
ערוגות,31.7341942545464,34.7721470187629
צפרייה,32.003203181758,34.8559431175175
לוחמי הגיטאות,32.9622155823248,35.0979750878967
מלכייה,33.0978860756263,35.5109377163419
פלמחים,31.9319514174131,34.7073380630971
בית קמה,31.4462558551115,34.7612350797775
פרוד,32.9274038481003,35.4337660227598
נירים,31.33458787733,34.3961369639535
אלקוש,33.0333082502223,35.3237035340082
בית עריף,31.9957788720568,34.9344921787878
כפר שמאי,32.9566734272178,35.4570715152715
מזור,32.0521763840194,34.9252525835119
מירון,32.9905684471259,35.4430529998336
כפר חושן,33.0097278377809,35.4394739047759
סתרייה,31.8907320409537,34.8450582197527
צרופה,32.6487937148729,34.9478104029384
ציפורי,32.7473805297266,35.2785186811568
שומרה,33.0846402398813,35.2850415729613
קדרון,31.8154282182043,34.7959123081381
רינתיה,32.0443989014385,34.9280563998521
ברקאי,32.4751669378143,35.0292863549394
חדיד,31.9683688924703,34.9334118084142
ג'ש (גוש חלב),33.0225582711577,35.4467680943207
כפר יאסיף,32.9533943955395,35.162243159757
עין נקובא,31.7943693531156,35.1216679640719
עין מאהל,32.7220471181356,35.3526541951463
טמרה (יזרעאל),32.6345709645851,35.4041101301643
בית גמליאל,31.8572782117264,34.761322608684
זיקים,31.6083912674299,34.5217330622824
בני דרום,31.8204591590003,34.6926501952308
בית גוברין,31.6122589721762,34.8957741018792
משואות יצחק,31.7028726227964,34.6910775427782
עין צורים,31.6953773541279,34.7186103324409
ג'לג'וליה,32.1506960922544,34.9550560221171
גת,32.3991503975494,35.0378575976148
כפר ברא,32.1310763628142,34.970905233753
כפר קאסם,32.1145123561958,34.975985039267
מוקייבלה,32.5141621628612,35.29645167223
צנדלה,32.5228439840863,35.3224831153568
ערערה,32.5008377402292,35.0917791238782
ברטעה,32.4732907762766,35.0929806545534
זלפה,32.5492385488619,35.1855716578313
מוצמוץ,32.5442661161739,35.1551482426755
מועאוויה,32.5315507247546,35.1041219111686
סאלם,32.5433125791501,35.1986501433702
מושיירפה,32.5537135656405,35.1566393219416
מצר,32.4403305205332,35.048074381248
מייסר,32.4445045503112,35.042570076572
אבטין,32.7621152129938,35.1124881898283
כפר קרע,32.504855613382,35.0504676066697
שייח' דנון,32.9939889646303,35.1479966825718
שער אפרים,32.2894798827218,34.9979430473864
חוסן,32.9979576351467,35.2994071901162
טירת יהודה,32.0132256706288,34.9333545847644
כרם בן זמרה,33.0339861960275,35.4710273755546
תקומה,31.4514863783502,34.5804169902279
עומר,31.2685099917549,34.8459143424507
ברעם,33.0218007034776,35.3929923013942
מפלסים,31.5007795408582,34.5631319784657
משמר איילון,31.8717716116433,34.9447700109225
בית נקופה,31.8042383003577,35.1262631931283
לימן,33.0607147129996,35.1111291483957
הבונים,32.6408368926345,34.9331873063661
עין השלושה,31.3515144370782,34.4014865669292
הסוללים,32.7519610417178,35.2375603925082
מעגן,32.7062481798758,35.6006926517866
אביאל,32.5317175728932,34.9930895232425
אומץ,32.3698219694086,34.9949913454512
גבעת שמואל,32.0772067364573,34.8531216070731
אליקים,32.6320889340107,35.0674170420562
גבע כרמל,32.6630785183514,34.9575008067487
בניה,31.8428613730924,34.7521928252854
נווה ימין,32.1717140960313,34.9396323493517
עין איילה,32.6294299517662,34.9475732133313
עלמה,33.0518591410996,35.4999417625748
מגדים,32.7289704840775,34.9588888150623
כפר אחים,31.7444206791972,34.7564677757051
שפיר,31.6968086779423,34.7292275444358
"נתיב הל""ה",31.6881552212046,34.9819180156667
מעגן מיכאל,32.5563282493292,34.9156232243386
מגן,31.2982796081947,34.4290808669947
"כפר חב""ד",31.9900947639612,34.8500033636913
בארותיים,32.3215257708361,34.9850667365664
בורגתה,32.3246312050809,34.9624936334709
ניר ישראל,31.6874698393653,34.6361095939058
חצב,31.7806575783498,34.7699910328909
ארבל,32.8125428337556,35.4837547743518
האון,32.7251645347329,35.6218787428508
גבעת עוז,32.5554077281111,35.1984125864267
נחשונים,32.0611609889159,34.9484560800609
גיאה,31.6279954788273,34.6035053857416
כפר דניאל,31.9327370098517,34.9320360730018
עמקה,32.97897967585,35.1625426395805
תפרח,31.3256563084741,34.6769967107944
בית זית,31.7823758265033,35.1618897109992
עזריה,31.8893595398899,34.9102079088112
בן עמי,33.0058526919217,35.1236845063091
רעים,31.3855708715185,34.4604281661173
ארז,31.5600426959622,34.5667522205345
להבות חביבה,32.3950029811359,35.0095960945261
אייל,32.211018707818,34.9788434071656
חגור,32.1378840691607,34.9472400499329
ירחיב,32.1532187074198,34.968834096908
תל קציר,32.7052606451209,35.6176720526444
ניר גלים,31.8227365567108,34.6798700204974
שדה אילן,32.7467306853138,35.4238625132618
מגשימים,32.0467829931429,34.8986689542626
בית הגדי,31.4247814643576,34.6067829295251
הודייה,31.6755598145155,34.6416402474564
תלמי יחיאל,31.7539603023216,34.762112298237
משמר השבעה,32.0096256887819,34.8243087730242
אליפלט,32.9469262566594,35.5521871481349
מישר,31.8184635231829,34.7540129790608
משמר הירדן,33.0048641183031,35.5998709143452
גן יאשיה,32.3495465688768,34.9945404089755
רמות מאיר,31.8733307487448,34.8520758713634
גילת,31.3269313649727,34.6534389662977
עולש,32.3325325186588,34.9863316548873
דור,32.6072123919369,34.9258049370357
שדה עוזיהו,31.7574842859859,34.6764924209784
אשתאול,31.7815408761621,35.0087156492902
שואבה,31.7981130655785,35.0779804955811
מסילת ציון,31.802498582382,35.011173057706
כפר שמואל,31.889986192899,34.9323584315177
תלמי יפה,31.6157546202501,34.6173638979894
יראון,33.0773493511725,35.4546496521041
קלנסווה,32.2846309199719,34.9791750413551
עין א-סהלה,32.4905204099032,35.1168484711834
כפר טרומן,31.9804842622473,34.9238399445534
היוגב,32.6118692406558,35.2061512298538
גמזו,31.9282452037304,34.9408286819662
ברכיה,31.6696912952738,34.6257481333826
בית שקמה,31.6379448810636,34.6085365256113
מסלול,31.3233941426732,34.588854012338
פטיש,31.3268881043951,34.5594120793443
פדויים,31.3269501435309,34.6118474110405
בית מאיר,31.7941988463885,35.0368153561291
תעוז,31.8009229857184,34.9745721134332
ינוב,32.3070977356274,34.9499135307068
בית עזרא,31.7366123919987,34.6554898041993
מצליח,31.9058307454284,34.8745926963984
יד חנה,32.3256755418846,35.0065714510886
יציץ,31.8632247504799,34.861124948093
בן זכאי,31.8562763715819,34.7289138761664
שובה,31.4528495131434,34.544274350868
בטחה,31.3344101533115,34.6320996531001
שתולים,31.7736958158061,34.6839115126012
כפר מרדכי,31.8313302918222,34.755269808934
קוממיות,31.6623028703227,34.7302402547647
פורת,32.2770898104756,34.9513543870878
כרמייה,31.6041741399276,34.5421649127248
ניר עציון,32.7008014089138,34.991628232984
מבוא ביתר,31.7228639405306,35.1034733006537
אמונים,31.7434643661154,34.6759206692315
עמיקם,32.5634874744489,35.0209023171306
צוריאל,33.0085321648339,35.3120818848794
יד נתן,31.655135946565,34.7047271160365
מחסיה,31.7478115568747,35.007173141114
נחשון,31.8310669934684,34.9544357773479
תרום,31.7833093625221,34.9816717568279
עמינדב,31.7515573828264,35.1419120938139
אורה,31.7549060021027,35.1534919562931
אבן ספיר,31.7624021772043,35.1331832607224
בית נחמיה,31.9755371712822,34.9551982812436
אחיהוד,32.9070085445885,35.1846046682481
כפר זיתים,32.8095919684401,35.4612406764021
גבעת יערים,31.786630383641,35.0921345037146
זיתן,31.9756764251196,34.8901914762076
רנן,31.3378415043374,34.6010255603871
משען,31.6572699966761,34.6240053817388
נתיב השיירה,32.9938326328252,35.1360340358667
גבעתי,31.7326082075865,34.6798389006645
עגור,31.6968730162905,34.9127916189244
יערה,33.067551670849,35.1854485232692
צלפון,31.8046411525665,34.9314662000719
אחיעזר,31.9812090416225,34.8717744578061
יגל,31.9883071626564,34.8790958887335
זכריה,31.7097117385408,34.9448040775968
בית חנניה,32.5288636987665,34.9258715468082
חמד,32.0193328172804,34.8388924331897
"גבעת כ""ח",32.0300339740373,34.9361295628126
יושיביה,31.4430228432484,34.6092445172786
אחיסמך,31.9347587126772,34.90748170657
ישעי,31.7513440027013,34.9654955121489
עין יהב,30.6604962574798,35.2390836461982
חניאל,32.3330886553797,34.948236625063
ניר אליהו,32.1970121767417,34.9490047072014
נחם,31.7662119688783,35.0030153183227
עופר,32.6224687190724,34.981651268039
יכיני,31.482957779584,34.6000034975637
שלומי,33.0764120299681,35.1476387555821
עין יעקב,33.0115472850475,35.2275007397023
תלמים,31.5643767478287,34.6725893273764
זבדיאל,31.6589572833087,34.7602522177035
עזריקם,31.7512827059777,34.6972467018978
זרחיה,31.6815093300022,34.7460322950882
אביגדור,31.7097865969248,34.7435319392366
חלץ,31.5781106540852,34.6578787388127
אחוזם,31.5539690843566,34.7703682048354
מטע,31.7177360986417,35.0613508388682
בר גיורא,31.7295588555824,35.0715655646194
כוכב מיכאל,31.629453330672,34.6687631234396
נס הרים,31.7449244181413,35.0549058999297
עוזה,31.5926723932811,34.7642041255866
נווה מבטח,31.8054694726399,34.740462791802
ישרש,31.9148368136014,34.8458656980119
מבטחים,31.2399731723032,34.4084941626923
ירוחם,30.9884728303792,34.9305403882779
נורית,32.5417121143242,35.356621263983
גנות,32.0178575218523,34.8284944847478
עזריאל,32.2618404959068,34.970736742566
פדיה,31.8578222371245,34.8815414689476
פתחיה,31.8668849613985,34.8870574137571
כיסופים,31.37448865346,34.400233345567
אלישמע,32.1522136093114,34.9278974023981
געש,32.2298197791927,34.8283181666163
מרגליות,33.218272206791,35.5454954279447
נחל עוז,31.4723673101198,34.4976874735942
כפר עזה,31.4830447710776,34.5329801141481
שפר,32.9441919807361,35.4352085378395
בית רבן,31.8169378008708,34.729352990231
דבירה,31.4117692183955,34.8256298070343
אחיטוב,32.3877459743529,34.9907329746012
ניצני עוז,32.3054856672687,35.0041847193968
גונן,33.1227703339071,35.646198493974
גאליה,31.8848072698645,34.766183398679
רחוב,32.4512973567433,35.4889191763638
שעלבים,31.8712938093835,34.9836103232288
גורן,33.0573413464802,35.2352931181616
משגב דב,31.8203888318118,34.7394529241808
כפר אביב,31.8309826735415,34.7210191315354
נווה ירק,32.1349848674393,34.9244149881322
כסלון,31.7737434814002,35.0494240160694
שדה אליעזר,33.0453144552681,35.5633126881793
כפר מימון,31.4258942999881,34.5446052196157
מרכז שפירא,31.6970440545592,34.7082244142712
צוקי ים,32.3613394368957,34.8587311734649
גני הדר,31.878611036266,34.8538388701003
פורייה - כפר עבודה,32.717100310372,35.5458693432542
פורייה - נווה עובד,32.7432887647046,35.5375959255155
אומן,32.5633541742884,35.2423763796041
חבר,32.5477488608474,35.2643904284722
יודפת,32.8369047341607,35.2724025568354
צור הדסה,31.7165793097111,35.0950300022886
שריגים (לי-און),31.6773315114808,34.9350560749441
אביבים,33.0879437869772,35.4712894860213
אוהלו,32.7164492440945,35.5723094902833
אדרת,31.6603051948954,34.9949631850119
נאות הכיכר,30.9369001431087,35.3828645488803
אלמגור,32.9107369394233,35.6021970473846
מגדל העמק,32.6792611202173,35.2428940043982
מדרשת רופין,32.3417516493631,34.9121970946771
טובא-זנגרייה,32.9649387567136,35.5900674702848
גיזו,31.8049150811226,34.9385031191273
עין חצבה,30.7991181961777,35.251913984301
זמרת,31.4482081588094,34.5526619939539
גבעת שפירא,32.359321613618,34.8774759556361
מעלה גלבוע,32.4760580984334,35.4189540840505
מי עמי,32.5031071501897,35.1453499118998
גרופית,29.9388814562587,35.0659231464329
כפר רוזנואלד (זרעית),33.0989164446447,35.2879326469718
שניר,33.240411184459,35.6771661927352
ורדון,31.6642395569912,34.7816541165855
יד השמונה,31.8075893945425,35.0910341982172
צוחר,31.2374335303808,34.4235852065994
קריית יערים,31.8032353691539,35.0992861709854
יעד,32.8776646923299,35.2441396914511
כרמיאל,32.9136937281702,35.2976792442067
מבוא מודיעים,31.9339706504981,34.986864925018
נס עמים,32.9666999728968,35.1209411778997
אלומה,31.6518102553142,34.7439628709989
עלומים,31.4517749498002,34.5133533689666
נטועה,33.0646732871275,35.3274710787352
צור נתן,32.2404128460738,35.0026863716413
עזר,31.7368524625079,34.6708174461075
צופר,30.5597220563857,35.1810609023003
פארן,30.3657520026334,35.1534041955691
אשלים,30.969971765645,34.707008085694
מלכישוע,32.4381374257376,35.412781360016
מגן שאול,32.5212043769103,35.3075204642114
סמר,29.8317245817169,35.0228278812062
אחווה,31.7436691492962,34.7688588951704
יהל,30.0837197223047,35.1295061365554
שכניה,32.8483585216606,35.2472234209174
רהט,31.3927681489777,34.7559551556517
מורן,32.9195461240957,35.3948753711754
שילת,31.9180863988417,35.0189935498955
כפר רות,31.9097641468793,35.0305976011679
קיסריה,32.5065224907593,34.9071590363426
לוטם,32.8816234027397,35.3574085905084
תובל,32.9298800881723,35.2461575877853
לפידות,32.9609606147088,35.2656542622549
מנוף,32.8528177931828,35.2379001375129
ספיר,30.6077228025364,35.1882090239308
טללים,30.9928009828133,34.7721134083034
מורשת,32.8269510457844,35.2340894474928
קורנית,32.8440718983985,35.2521791679782
צביה,32.8898549484908,35.3310138638261
טל-אל,32.926782038426,35.1788033149761
אלון הגליל,32.759035458801,35.2202444600421
,32.6376429531899,35.0076786593711
,31.7323382456601,34.9996008075743
,32.7125228712665,35.1085415111881
,31.7621490071829,34.7945182899228
,32.552362691469,35.3080355524927
כליל,32.9803790118776,35.1995729973644
פלך,32.9331192839459,35.2324742759666
הושעיה,32.7581923058358,35.292092797342
עיר אובות,30.8096280011144,35.246448174063
אשחר,32.8837339173204,35.2984433948028
מצפה נטופה,32.8027967947396,35.3862236852055
בר יוחאי,32.9972976884084,35.441157692189
ערערה-בנגב,31.1553589492359,35.0222680479446
נאות סמדר,30.0496200303961,35.0272058089348
כרמים,31.3330679937265,34.9176941075088
יזרעם,31.4432135991203,34.5724978477281
שחר,31.6208325240177,34.7259348343238
תירוש,31.750588545022,34.8861267663893
"ניר ח""ן",31.609304293522,34.7146540970459
חצבה,30.7678425673084,35.2800572876859
נועם,31.56791719892,34.7883263905937
בית ניר,31.6473272863412,34.8742789389982
שדה משה,31.6099867872568,34.8086613513374
אמציה,31.5334449448611,34.913566635215
לכיש,31.5641403209608,34.8414581270788
ראש פינה,32.969049172077,35.5431852228611
שדות מיכה,31.721046155221,34.9206589202089
מזכרת בתיה,31.8512836779508,34.8425939777946
יסוד המעלה,33.0567076750151,35.6020494500731
אופקים,31.3109206059485,34.621615510895
עוצם,31.6369843961327,34.7043991033713
בת שלמה,32.6003803690413,35.0034050657173
גדות,33.0179290809031,35.6198310434571
שדה דוד,31.575600241656,34.6833699966153
איתן,31.5724058969144,34.7480313603577
גפן,31.7407957749769,34.8785344875929
אליכין,32.407648019184,34.9248202981535
מטולה,33.2806287803725,35.5750122111836
זוהר,31.5958829395265,34.6925284880517
יבנאל,32.7093858626029,35.5006145763883
כפר תבור,32.6882146170329,35.4211049294225
מנחמיה,32.6665926035399,35.5551858064498
אילנייה,32.7545248693895,35.4065401029913
גבעת עדה,32.5194076303908,35.0052103995176
לוזית,31.6868100985205,34.8867412008268
עתלית,32.6963368357299,34.944733309606
נוגה,31.6237120025305,34.6938654897802
כנרת (קבוצה),32.713275057692,35.5652145485138
מצפה,32.7902056513416,35.5091129194842
אילות,29.580424192053,34.9632791748112
בכורה,32.4474597118314,35.483698267231
ידידה,31.8118899456434,35.1041026317655
כישור,32.9455755877243,35.2495729689736
בית רימון,32.7826478927977,35.3299534595892
עידן,30.80369620625,35.2987067095862
,32.7168143393933,35.0643919743613
מתת,33.0404756650932,35.3580442306532
נחושה,31.6299073867917,34.9550996255546
דגניה א',32.7077219177757,35.5747130848452
כנרת (מושבה),32.7222009513285,35.564099719855
מגדל,32.8364197035404,35.5076459794958
מרחביה (קיבוץ),32.6059887322834,35.3081840911224
אור הנר,31.5564399231478,34.601782535665
ניר עוז,31.3123396071696,34.4019872621404
אשדוד,31.7942589503104,34.6474810846448
אשבול,31.4460590817212,34.6671186434568
גן שמואל,32.4488877670904,34.9516200789245
עין הוד,32.6999560502852,34.9826449453267
כפר גלעדי,33.2420451796741,35.5759410212681
איילת השחר,33.0225697014741,35.5787061580177
דגניה ב',32.7000246037536,35.5755076930788
נהלל,32.6901735045225,35.1934491141534
עין חרוד (מאוחד),32.5574728433318,35.3904345553464
תל יוסף,32.555492119973,35.3997614526944
כפר יחזקאל,32.5666582594872,35.3587997989915
גבע,32.5664069809015,35.3729836071763
כרם בן שמן,31.9578041979648,34.9369891103942
עין חרוד (איחוד),32.5649434059759,35.3905092004821
גיניגר,32.6637967806854,35.25936262878
בלפוריה,32.6300163095126,35.2966196515124
בית אלפא,32.517196388536,35.4323083333256
יגור,32.7431550395012,35.0759152320947
מרחביה (מושב),32.6048833563272,35.3172103672947
"כפר מל""ל",32.1674615165869,34.894408420039
מצפה רמון,30.6156660732947,34.8020971073353
תל עדשים,32.6581558437489,35.3025878517703
מזרע,32.6509460340494,35.2872590141682
כפר גדעון,32.6440801296581,35.2911700462898
אדירים,32.5492113171711,35.2726426354327
חופית,32.3854543958904,34.8743687168218
רמת ישי,32.7034265887494,35.1656936494975
שריד,32.6613269845035,35.224381035268
רמת רחל,31.7398880381454,35.2203176179227
גת רימון,32.0687547749448,34.8830119727521
משמר העמק,32.6095180250762,35.1446796207566
כפר ברוך,32.6466607745819,35.1902298295973
גבת,32.6747332404234,35.2127876116528
יפעת,32.6782030086757,35.2241223791126
רמת דוד,32.6784793596246,35.2024264700387
עין שמר,32.4567314175908,35.009339657346
כפר יהושע,32.6813175789807,35.1528616720449
ברק,32.5428164528076,35.2648954171697
שדה יעקב,32.6976317272219,35.1405911454013
בית זרע,32.6891727147844,35.5732808414044
גן שלמה,31.8782299849793,34.7982794044266
גדיש,32.5588004539709,35.2453026133997
דבורה,32.5531760643301,35.2634027178084
גבעת ברנר,31.8659121575787,34.8012159419704
תל מונד,32.2524780722119,34.9151325879557
באר טוביה,31.7319255456706,34.7198761417611
עיינות,31.9171445017949,34.7683391479435
עין ורד,32.2643420204664,34.9315494622261
נען,31.8834255645238,34.85518344142
בית חנן,31.9342947971899,34.7726837719821
חולדה,31.8306542289563,34.882551948767
חירות,32.2397972354503,34.9162576895031
תימורים,31.7161627201751,34.7603339196253
מלאה,32.5637821912034,35.2367462015645
ניר יפה,32.5701626459783,35.2465120999689
גן יבנה,31.7902028408446,34.7096981376121
עין החורש,32.3860699750353,34.9399862775343
כפר יונה,32.3161965920554,34.9291162368181
כפר יעבץ,32.2750113528617,34.9653939451068
פרדסייה,32.3058484537981,34.9099800817544
גבעת חיים (מאוחד),32.391142072497,34.9314616266011
נטעים,31.9416257688218,34.7727701668468
אביחיל,32.3500606744565,34.8721894251528
אפיקים,32.6803746712415,35.5780858913865
"כפר ביל""ו",31.8729562686329,34.8260502606689
רמת יוחנן,32.7926068167872,35.1223650831166
"כפר אז""ר",32.0591544266503,34.8408252246084
אבן יהודה,32.2681554507264,34.8837267597359
ירקונה,32.1473677824098,34.9003923306742
רמת הכובש,32.2178557021124,34.938481837438
נעורים,32.3721339215514,34.8616435339276
כפר הס,32.2487606741771,34.9382605614768
אשדות יעקב (מאוחד),32.6654383451796,35.5820370093648
כפר פינס,32.4844394503506,35.002134851379
כפר ויתקין,32.382542455994,34.8834986538535
הדר עם,32.3495265294773,34.8998106348167
כפר החורש,32.7014856316068,35.2733659043254
כפר חיים,32.3552752148815,34.8995224386479
משמר השרון,32.3551497691192,34.9198036869465
צורן-קדימה,32.2794743079684,34.9110503170339
גיבתון,31.8887284219986,34.7999441442791
מעברות,32.3635735845104,34.9051487540213
צופית,32.1923814923798,34.9225253023794
אשדות יעקב (איחוד),32.6596070626068,35.5797428575391
בית ינאי,32.37989648964,34.8633449667302
בית עובד,31.9238110631908,34.7699205335148
אלישיב,32.3790250675002,34.9094099965647
חגלה,32.3865424630509,34.9256763062052
רמות השבים,32.1625063974889,34.877482934162
"יד רמב""ם",31.9005442361631,34.9015269152095
קריית ענבים,31.8110403064813,35.1196777834943
חפצי-בה,32.5194389952897,35.4247426099312
מאיר שפיה,32.5911722032626,34.9700850000959
"גבעת ח""ן",32.1677080515159,34.8720949535893
משמרות,32.487214991344,34.9837383224816
"כפר הרא""ה",32.3900803604685,34.911122537757
גני עם,32.1516602445248,34.9018011582094
חיבת ציון,32.3971785127987,34.9150469906744
כפר ביאליק,32.8206861138319,35.086816460454
עין עירון,32.4828289148207,35.0120306286079
שושנת העמקים,32.3540698468486,34.8570147291453
גן השומרון,32.4630049182359,35.0011407936826
גני תקווה,32.0612517098483,34.874408224472
שפיים,32.2198488401718,34.8273274931892
ביצרון,31.7956417051516,34.7302265429624
,29.7093192172028,34.9851489536356
,32.7185221654713,34.9700739527419
חבצלת השרון,32.3603971288218,34.8626209629788
שער העמקים,32.7227173180561,35.1129733660718
גן חיים,32.1952242009835,34.9059061751527
יקנעם עילית,32.6518274987587,35.0980718420206
יקנעם (מושבה),32.6570047678951,35.1149978329702
בית השיטה,32.5498922210111,35.4385649884138
נתיבות,31.4215145692611,34.5883221528104
רשפון,32.2004250530471,34.8244101426505
בית שערים,32.6957640570082,35.1775517364173
כפר סירקין,32.0765594171933,34.9249406877095
הזורע,32.643193986568,35.1206079986408
ביתן אהרן,32.3645169227353,34.8706625856925
חולתה,33.0514754139253,35.6100718196572
